drug_S	action	drug_T	cyps
telotristat	reduces	codeine	3A457
telotristat	reduces	colchicine	3A457
telotristat	reduces	copanlisib	3A457
telotristat	reduces	crizotinib	3A457
telotristat	reduces	cyclosporine	3A457
telotristat	reduces	dabrafenib	3A457
telotristat	reduces	daclatasvir	3A457
telotristat	reduces	dapsone	3A457
telotristat	reduces	deflazacort	3A457
telotristat	reduces	dexamethasone	3A457
telotristat	reduces	dextromethorphan	3A457
telotristat	reduces	diazepam	3A457
telotristat	reduces	diltiazem	3A457
telotristat	reduces	docetaxel	3A457
telotristat	reduces	dolutegravir	3A457
telotristat	reduces	domperidone	3A457
telotristat	reduces	doxepin	3A457
telotristat	reduces	elagolix	3A457
telotristat	reduces	elbasvir	3A457
telotristat	reduces	eliglustat	3A457
telotristat	reduces	enzalutamide	3A457
telotristat	reduces	eplerenone	3A457
telotristat	reduces	ergotamine	3A457
telotristat	reduces	erythromycin	3A457
telotristat	reduces	escitalopram	3A457
telotristat	reduces	esomeprazole	3A457
telotristat	reduces	estradiol	3A457
telotristat	reduces	felodipine	3A457
telotristat	reduces	fentanyl	3A457
telotristat	reduces	finasteride	3A457
telotristat	reduces	flibanserin	3A457
telotristat	reduces	haloperidol	3A457
telotristat	reduces	hydrocortisone	3A457
telotristat	reduces	ibrutinib	3A457
telotristat	reduces	idelalisib	3A457
telotristat	reduces	imatinib	3A457
telotristat	reduces	indacaterol	3A457
telotristat	reduces	indinavir	3A457
telotristat	reduces	irinotecan	3A457
telotristat	reduces	isavuconazole	3A457
telotristat	reduces	ivabradine	3A457
telotristat	reduces	ivacaftor	3A457
telotristat	reduces	lansoprazole	3A457
telotristat	reduces	lenvatinib	3A457
telotristat	reduces	lercanidipine	3A457
telotristat	reduces	levacetylmethadol	3A457
telotristat	reduces	lidocaine	3A457
telotristat	reduces	linagliptin	3A457
telotristat	reduces	lovastatin	3A457
telotristat	reduces	macitentan	3A457
telotristat	reduces	methadone	3A457
telotristat	reduces	midazolam	3A457
telotristat	reduces	naldemedine	3A457
telotristat	reduces	naloxegol	3A457
telotristat	reduces	nateglinide	3A457
telotristat	reduces	nelfinavir	3A457
telotristat	reduces	neratinib	3A457
telotristat	reduces	nevirapine	3A457
telotristat	reduces	nifedipine	3A457
telotristat	reduces	nisoldipine	3A457
telotristat	reduces	nitrendipine	3A457
telotristat	reduces	olaparib	3A457
telotristat	reduces	omeprazole	3A457
telotristat	reduces	ondansetron	3A457
telotristat	reduces	osimertinib	3A457
telotristat	reduces	ospemifene	3A457
telotristat	reduces	paclitaxel	3A457
telotristat	reduces	palbociclib	3A457
telotristat	reduces	palonosetron	3A457
telotristat	reduces	panobinostat	3A457
telotristat	reduces	pantoprazole	3A457
telotristat	reduces	perampanel	3A457
telotristat	reduces	pimavanserin	3A457
telotristat	reduces	pimozide	3A457
telotristat	reduces	pomalidomide	3A457
telotristat	reduces	ponatinib	3A457
telotristat	reduces	progesterone	3A457
telotristat	reduces	propranolol	3A457
telotristat	reduces	quetiapine	3A457
telotristat	reduces	quinidine	3A457
telotristat	reduces	quinine	3A457
telotristat	reduces	regorafenib	3A457
telotristat	reduces	ribociclib	3A457
telotristat	reduces	rilpivirine	3A457
telotristat	reduces	risperidone	3A457
telotristat	reduces	ritonavir	3A457
telotristat	reduces	rivaroxaban	3A457
telotristat	reduces	roflumilast	3A457
telotristat	reduces	rolapitant	3A457
telotristat	reduces	romidepsin	3A457
telotristat	reduces	rucaparib	3A457
telotristat	reduces	ruxolitinib	3A457
telotristat	reduces	salmeterol	3A457
telotristat	reduces	saquinavir	3A457
telotristat	reduces	selexipag	3A457
telotristat	reduces	sildenafil	3A457
telotristat	reduces	simeprevir	3A457
telotristat	reduces	simvastatin	3A457
telotristat	reduces	sirolimus	3A457
telotristat	reduces	sonidegib	3A457
telotristat	reduces	sorafenib	3A457
telotristat	reduces	sunitinib	3A457
telotristat	reduces	suvorexant	3A457
telotristat	reduces	tacrolimus	3A457
telotristat	reduces	tadalafil	3A457
telotristat	reduces	tamoxifen	3A457
telotristat	reduces	tasimelteon	3A457
telotristat	reduces	telaprevir	3A457
telotristat	reduces	telithromycin	3A457
telotristat	reduces	temsirolimus	3A457
telotristat	reduces	terfenadine	3A457
telotristat	reduces	testosterone	3A457
telotristat	reduces	ticagrelor	3A457
telotristat	reduces	tofacitinib	3A457
telotristat	reduces	tolvaptan	3A457
telotristat	reduces	tramadol	3A457
telotristat	reduces	trazodone	3A457
telotristat	reduces	triazolam	3A457
telotristat	reduces	valbenazine	3A457
telotristat	reduces	vandetanib	3A457
telotristat	reduces	vardenafil	3A457
telotristat	reduces	velpatasvir	3A457
telotristat	reduces	vemurafenib	3A457
telotristat	reduces	venetoclax	3A457
telotristat	reduces	venlafaxine	3A457
telotristat	reduces	verapamil	3A457
telotristat	reduces	vilazodone	3A457
telotristat	reduces	vincristine	3A457
telotristat	reduces	vorapaxar	3A457
telotristat	reduces	voriconazole	3A457
telotristat	reduces	zaleplon	3A457
telotristat	reduces	ziprasidone	3A457
telotristat	reduces	zolpidem	3A457
terbinafine	enhances	alprenolol	2D6
terbinafine	enhances	amfetamine	2D6
terbinafine	enhances	amitriptyline	2D6
terbinafine	enhances	aripiprazole	2D6
terbinafine	enhances	atomoxetine	2D6
terbinafine	enhances	brexpiprazole	2D6
terbinafine	enhances	cariprazine	2D6
terbinafine	enhances	carvedilol	2D6
terbinafine	enhances	chlorpheniramine	2D6
terbinafine	enhances	chlorpromazine	2D6
terbinafine	enhances	citalopram	2D6
terbinafine	enhances	clomipramine	2D6
terbinafine	enhances	clonidine	2D6
terbinafine	enhances	codeine	2D6
terbinafine	enhances	debrisoquine	2D6
terbinafine	enhances	desipramine	2D6
terbinafine	enhances	dexfenfluramine	2D6
terbinafine	enhances	dextromethorphan	2D6
terbinafine	enhances	donepezil	2D6
terbinafine	enhances	doxepin	2D6
terbinafine	enhances	duloxetine	2D6
terbinafine	enhances	eliglustat	2D6
terbinafine	enhances	encainide	2D6
terbinafine	enhances	escitalopram	2D6
terbinafine	enhances	flecainide	2D6
terbinafine	enhances	fluoxetine	2D6
terbinafine	enhances	fluvoxamine	2D6
terbinafine	enhances	haloperidol	2D6
terbinafine	enhances	ibrutinib	2D6
terbinafine	enhances	imipramine	2D6
terbinafine	enhances	letermovir	2D6
terbinafine	enhances	lidocaine	2D6
terbinafine	enhances	metoclopramide	2D6
terbinafine	enhances	metoprolol	2D6
terbinafine	enhances	mexiletine	2D6
terbinafine	enhances	minaprine	2D6
terbinafine	enhances	nebivolol	2D6
terbinafine	enhances	nortriptyline	2D6
terbinafine	enhances	ondansetron	2D6
terbinafine	enhances	oxycodone	2D6
terbinafine	enhances	palonosetron	2D6
terbinafine	enhances	paroxetine	2D6
terbinafine	enhances	perhexiline	2D6
terbinafine	enhances	perphenazine	2D6
terbinafine	enhances	phenacetin	2D6
terbinafine	enhances	phenformin	2D6
terbinafine	enhances	pimavanserin	2D6
terbinafine	enhances	pomalidomide	2D6
terbinafine	enhances	ponatinib	2D6
terbinafine	enhances	promethazine	2D6
terbinafine	enhances	propafenone	2D6
terbinafine	enhances	propranolol	2D6
terbinafine	enhances	risperidone	2D6
terbinafine	enhances	rucaparib	2D6
terbinafine	enhances	sparteine	2D6
terbinafine	enhances	tamoxifen	2D6
terbinafine	enhances	tetrabenazine	2D6
terbinafine	enhances	thioridazine	2D6
terbinafine	enhances	timolol	2D6
terbinafine	enhances	tramadol	2D6
terbinafine	enhances	umeclidinium	2D6
terbinafine	enhances	valbenazine	2D6
terbinafine	enhances	venlafaxine	2D6
terbinafine	enhances	vilazodone	2D6
terbinafine	enhances	zuclopenthixol	2D6
teriflunomide	enhances	amodiaquine	2C8
teriflunomide	enhances	cerivastatin	2C8
teriflunomide	enhances	dabrafenib	2C8
teriflunomide	enhances	enzalutamide	2C8
teriflunomide	enhances	olodaterol	2C8
teriflunomide	enhances	paclitaxel	2C8
teriflunomide	enhances	ponatinib	2C8
teriflunomide	enhances	repaglinide	2C8
teriflunomide	enhances	selexipag	2C8
teriflunomide	enhances	sorafenib	2C8
teriflunomide	enhances	torasemide	2C8
teriflunomide	enhances	tucatinib	2C8
teriflunomide	reduces	acetaminophen	1A2
teriflunomide	reduces	amitriptyline	1A2
teriflunomide	reduces	apremilast	1A2
teriflunomide	reduces	caffeine	1A2
teriflunomide	reduces	clomipramine	1A2
teriflunomide	reduces	clozapine	1A2
teriflunomide	reduces	cyclobenzaprine	1A2
teriflunomide	reduces	doxepin	1A2
teriflunomide	reduces	duloxetine	1A2
teriflunomide	reduces	estradiol	1A2
teriflunomide	reduces	fluvoxamine	1A2
teriflunomide	reduces	haloperidol	1A2
teriflunomide	reduces	imipramine	1A2
teriflunomide	reduces	mexiletine	1A2
teriflunomide	reduces	nabumetone	1A2
teriflunomide	reduces	naproxen	1A2
teriflunomide	reduces	olanzapine	1A2
teriflunomide	reduces	ondansetron	1A2
teriflunomide	reduces	phenacetin	1A2
teriflunomide	reduces	pirfenidone	1A2
teriflunomide	reduces	pomalidomide	1A2
teriflunomide	reduces	propranolol	1A2
teriflunomide	reduces	riluzole	1A2
teriflunomide	reduces	roflumilast	1A2
teriflunomide	reduces	ropivacaine	1A2
teriflunomide	reduces	rucaparib	1A2
teriflunomide	reduces	tacrine	1A2
teriflunomide	reduces	tasimelteon	1A2
teriflunomide	reduces	theophylline	1A2
teriflunomide	reduces	tizanidine	1A2
teriflunomide	reduces	triamterene	1A2
teriflunomide	reduces	verapamil	1A2
teriflunomide	reduces	warfarin	1A2
teriflunomide	reduces	zileuton	1A2
teriflunomide	reduces	zolmitriptan	1A2
thiotepa	enhances	artemisinin	2B6
thiotepa	enhances	bupropion	2B6
thiotepa	enhances	clobazam	2B6
thiotepa	enhances	cyclophosphamide	2B6
thiotepa	enhances	efavirenz	2B6
thiotepa	enhances	ifosfamide	2B6
thiotepa	enhances	ketamine	2B6
thiotepa	enhances	meperidine	2B6
thiotepa	enhances	methadone	2B6
thiotepa	enhances	nevirapine	2B6
thiotepa	enhances	propofol	2B6
thiotepa	enhances	selegiline	2B6
thiotepa	enhances	sorafenib	2B6
thiotepa	enhances	tramadol	2B6
thiotepa	enhances	velpatasvir	2B6
ticlopidine	enhances	acetaminophen	1A2
ticlopidine	enhances	alprenolol	2D6
ticlopidine	enhances	amfetamine	2D6
ticlopidine	enhances	amitriptyline	1A2,2C19,2D6
ticlopidine	enhances	apremilast	1A2
ticlopidine	enhances	aripiprazole	2D6
ticlopidine	enhances	artemisinin	2B6
ticlopidine	enhances	atomoxetine	2C19,2D6
ticlopidine	enhances	brexpiprazole	2D6
ticlopidine	enhances	brivaracetam	2C19
ticlopidine	enhances	bupropion	2B6
ticlopidine	enhances	caffeine	1A2
ticlopidine	enhances	cariprazine	2D6
ticlopidine	enhances	carisoprodol	2C19
ticlopidine	enhances	carvedilol	2D6
ticlopidine	enhances	chloramphenicol	2C19
ticlopidine	enhances	chlorpheniramine	2D6
ticlopidine	enhances	chlorpromazine	2D6
ticlopidine	enhances	citalopram	2C19,2D6
ticlopidine	enhances	clobazam	2B6,2C19
ticlopidine	enhances	clomipramine	1A2,2C19,2D6
ticlopidine	enhances	clonidine	2D6
ticlopidine	enhances	clopidogrel	2C19
ticlopidine	enhances	clozapine	1A2
ticlopidine	enhances	codeine	2D6
ticlopidine	enhances	cyclobenzaprine	1A2
ticlopidine	enhances	cyclophosphamide	2B6,2C19
ticlopidine	enhances	debrisoquine	2D6
ticlopidine	enhances	desipramine	2D6
ticlopidine	enhances	dexfenfluramine	2D6
ticlopidine	enhances	dextromethorphan	2D6
ticlopidine	enhances	diazepam	2C19
ticlopidine	enhances	donepezil	2D6
ticlopidine	enhances	doxepin	1A2,2C19,2D6
ticlopidine	enhances	duloxetine	1A2,2D6
ticlopidine	enhances	efavirenz	2B6
ticlopidine	enhances	eliglustat	2D6
ticlopidine	enhances	encainide	2D6
ticlopidine	enhances	escitalopram	2C19,2D6
ticlopidine	enhances	esomeprazole	2C19
ticlopidine	enhances	estradiol	1A2
ticlopidine	enhances	flecainide	2D6
ticlopidine	enhances	flibanserin	2C19
ticlopidine	enhances	fluoxetine	2D6
ticlopidine	enhances	fluvoxamine	1A2,2D6
ticlopidine	enhances	haloperidol	1A2,2D6
ticlopidine	enhances	hexobarbital	2C19
ticlopidine	enhances	ibrutinib	2D6
ticlopidine	enhances	ifosfamide	2B6
ticlopidine	enhances	imipramine	1A2,2C19,2D6
ticlopidine	enhances	indometacin	2C19
ticlopidine	enhances	ketamine	2B6
ticlopidine	enhances	labetalol	2C19
ticlopidine	enhances	lansoprazole	2C19
ticlopidine	enhances	letermovir	2D6
ticlopidine	enhances	lidocaine	2D6
ticlopidine	enhances	meperidine	2B6
ticlopidine	enhances	mephenytoin	2C19
ticlopidine	enhances	methadone	2B6
ticlopidine	enhances	methylphenobarbital	2C19
ticlopidine	enhances	metoclopramide	2D6
ticlopidine	enhances	metoprolol	2D6
ticlopidine	enhances	mexiletine	1A2,2D6
ticlopidine	enhances	minaprine	2D6
ticlopidine	enhances	moclobemide	2C19
ticlopidine	enhances	nabumetone	1A2
ticlopidine	enhances	naproxen	1A2
ticlopidine	enhances	nebivolol	2D6
ticlopidine	enhances	nelfinavir	2C19
ticlopidine	enhances	nevirapine	2B6
ticlopidine	enhances	nilutamide	2C19
ticlopidine	enhances	nortriptyline	2D6
ticlopidine	enhances	olanzapine	1A2
ticlopidine	enhances	omeprazole	2C19
ticlopidine	enhances	ondansetron	1A2,2D6
ticlopidine	enhances	ospemifene	2C19
ticlopidine	enhances	oxycodone	2D6
ticlopidine	enhances	palonosetron	2D6
ticlopidine	enhances	pantoprazole	2C19
ticlopidine	enhances	paroxetine	2D6
ticlopidine	enhances	perhexiline	2D6
ticlopidine	enhances	perphenazine	2D6
ticlopidine	enhances	phenacetin	1A2,2D6
ticlopidine	enhances	phenformin	2D6
ticlopidine	enhances	phenobarbital	2C19
ticlopidine	enhances	phenytoin	2C19
ticlopidine	enhances	pimavanserin	2D6
ticlopidine	enhances	pirfenidone	1A2
ticlopidine	enhances	pomalidomide	1A2,2C19,2D6
ticlopidine	enhances	ponatinib	2D6
ticlopidine	enhances	primidone	2C19
ticlopidine	enhances	progesterone	2C19
ticlopidine	enhances	proguanil	2C19
ticlopidine	enhances	promethazine	2D6
ticlopidine	enhances	propafenone	2D6
ticlopidine	enhances	propofol	2B6
ticlopidine	enhances	propranolol	1A2,2C19,2D6
ticlopidine	enhances	riluzole	1A2
ticlopidine	enhances	risperidone	2D6
ticlopidine	enhances	roflumilast	1A2
ticlopidine	enhances	ropivacaine	1A2
ticlopidine	enhances	rucaparib	1A2,2D6
ticlopidine	enhances	selegiline	2B6
ticlopidine	enhances	sorafenib	2B6
ticlopidine	enhances	sparteine	2D6
ticlopidine	enhances	suvorexant	2C19
ticlopidine	enhances	tacrine	1A2
ticlopidine	enhances	tamoxifen	2D6
ticlopidine	enhances	tasimelteon	1A2
ticlopidine	enhances	teniposide	2C19
ticlopidine	enhances	tetrabenazine	2D6
ticlopidine	enhances	theophylline	1A2
ticlopidine	enhances	thioridazine	2D6
ticlopidine	enhances	timolol	2D6
ticlopidine	enhances	tizanidine	1A2
ticlopidine	enhances	tofacitinib	2C19
ticlopidine	enhances	tramadol	2B6,2D6
ticlopidine	enhances	triamterene	1A2
ticlopidine	enhances	umeclidinium	2D6
ticlopidine	enhances	valbenazine	2D6
ticlopidine	enhances	velpatasvir	2B6
ticlopidine	enhances	venlafaxine	2C19,2D6
ticlopidine	enhances	verapamil	1A2
ticlopidine	enhances	vilazodone	2C19,2D6
ticlopidine	enhances	voriconazole	2C19
ticlopidine	enhances	warfarin	1A2,2C19
ticlopidine	enhances	zileuton	1A2
ticlopidine	enhances	zolmitriptan	1A2
ticlopidine	enhances	zuclopenthixol	2D6
tobacco	reduces	acetaminophen	1A2
tobacco	reduces	amitriptyline	1A2
tobacco	reduces	apremilast	1A2
tobacco	reduces	caffeine	1A2
tobacco	reduces	clomipramine	1A2
tobacco	reduces	clozapine	1A2
tobacco	reduces	cyclobenzaprine	1A2
tobacco	reduces	doxepin	1A2
tobacco	reduces	duloxetine	1A2
tobacco	reduces	estradiol	1A2
tobacco	reduces	fluvoxamine	1A2
tobacco	reduces	haloperidol	1A2
tobacco	reduces	imipramine	1A2
tobacco	reduces	mexiletine	1A2
tobacco	reduces	nabumetone	1A2
tobacco	reduces	naproxen	1A2
tobacco	reduces	olanzapine	1A2
tobacco	reduces	ondansetron	1A2
tobacco	reduces	phenacetin	1A2
tobacco	reduces	pirfenidone	1A2
tobacco	reduces	pomalidomide	1A2
tobacco	reduces	propranolol	1A2
tobacco	reduces	riluzole	1A2
tobacco	reduces	roflumilast	1A2
tobacco	reduces	ropivacaine	1A2
tobacco	reduces	rucaparib	1A2
tobacco	reduces	tacrine	1A2
tobacco	reduces	tasimelteon	1A2
tobacco	reduces	theophylline	1A2
tobacco	reduces	tizanidine	1A2
tobacco	reduces	triamterene	1A2
tobacco	reduces	verapamil	1A2
tobacco	reduces	warfarin	1A2
tobacco	reduces	zileuton	1A2
tobacco	reduces	zolmitriptan	1A2
topiramate	enhances	amitriptyline	2C19
topiramate	enhances	atomoxetine	2C19
topiramate	enhances	brivaracetam	2C19
topiramate	enhances	carisoprodol	2C19
topiramate	enhances	chloramphenicol	2C19
topiramate	enhances	citalopram	2C19
topiramate	enhances	clobazam	2C19
topiramate	enhances	clomipramine	2C19
topiramate	enhances	clopidogrel	2C19
topiramate	enhances	cyclophosphamide	2C19
topiramate	enhances	diazepam	2C19
topiramate	enhances	doxepin	2C19
topiramate	enhances	escitalopram	2C19
topiramate	enhances	esomeprazole	2C19
topiramate	enhances	flibanserin	2C19
topiramate	enhances	hexobarbital	2C19
topiramate	enhances	imipramine	2C19
topiramate	enhances	indometacin	2C19
topiramate	enhances	labetalol	2C19
topiramate	enhances	lansoprazole	2C19
topiramate	enhances	mephenytoin	2C19
topiramate	enhances	methylphenobarbital	2C19
topiramate	enhances	moclobemide	2C19
topiramate	enhances	nelfinavir	2C19
topiramate	enhances	nilutamide	2C19
topiramate	enhances	omeprazole	2C19
topiramate	enhances	ospemifene	2C19
topiramate	enhances	pantoprazole	2C19
topiramate	enhances	phenobarbital	2C19
topiramate	enhances	phenytoin	2C19
topiramate	enhances	pomalidomide	2C19
topiramate	enhances	primidone	2C19
topiramate	enhances	progesterone	2C19
topiramate	enhances	proguanil	2C19
topiramate	enhances	propranolol	2C19
topiramate	enhances	suvorexant	2C19
topiramate	enhances	teniposide	2C19
topiramate	enhances	tofacitinib	2C19
topiramate	enhances	venlafaxine	2C19
topiramate	enhances	vilazodone	2C19
topiramate	enhances	voriconazole	2C19
topiramate	enhances	warfarin	2C19
trimethoprim	enhances	amodiaquine	2C8
trimethoprim	enhances	cerivastatin	2C8
trimethoprim	enhances	dabrafenib	2C8
trimethoprim	enhances	enzalutamide	2C8
trimethoprim	enhances	olodaterol	2C8
trimethoprim	enhances	paclitaxel	2C8
trimethoprim	enhances	ponatinib	2C8
trimethoprim	enhances	repaglinide	2C8
trimethoprim	enhances	selexipag	2C8
trimethoprim	enhances	sorafenib	2C8
trimethoprim	enhances	torasemide	2C8
trimethoprim	enhances	tucatinib	2C8
tripelennamine	enhances	alprenolol	2D6
tripelennamine	enhances	amfetamine	2D6
tripelennamine	enhances	amitriptyline	2D6
tripelennamine	enhances	aripiprazole	2D6
tripelennamine	enhances	atomoxetine	2D6
tripelennamine	enhances	brexpiprazole	2D6
tripelennamine	enhances	cariprazine	2D6
tripelennamine	enhances	carvedilol	2D6
tripelennamine	enhances	chlorpheniramine	2D6
tripelennamine	enhances	chlorpromazine	2D6
tripelennamine	enhances	citalopram	2D6
tripelennamine	enhances	clomipramine	2D6
tripelennamine	enhances	clonidine	2D6
tripelennamine	enhances	codeine	2D6
tripelennamine	enhances	debrisoquine	2D6
tripelennamine	enhances	desipramine	2D6
tripelennamine	enhances	dexfenfluramine	2D6
tripelennamine	enhances	dextromethorphan	2D6
tripelennamine	enhances	donepezil	2D6
tripelennamine	enhances	doxepin	2D6
tripelennamine	enhances	duloxetine	2D6
tripelennamine	enhances	eliglustat	2D6
tripelennamine	enhances	encainide	2D6
tripelennamine	enhances	escitalopram	2D6
tripelennamine	enhances	flecainide	2D6
tripelennamine	enhances	fluoxetine	2D6
tripelennamine	enhances	fluvoxamine	2D6
tripelennamine	enhances	haloperidol	2D6
tripelennamine	enhances	ibrutinib	2D6
tripelennamine	enhances	imipramine	2D6
tripelennamine	enhances	letermovir	2D6
tripelennamine	enhances	lidocaine	2D6
tripelennamine	enhances	metoclopramide	2D6
tripelennamine	enhances	metoprolol	2D6
tripelennamine	enhances	mexiletine	2D6
tripelennamine	enhances	minaprine	2D6
tripelennamine	enhances	nebivolol	2D6
tripelennamine	enhances	nortriptyline	2D6
tripelennamine	enhances	ondansetron	2D6
tripelennamine	enhances	oxycodone	2D6
tripelennamine	enhances	palonosetron	2D6
tripelennamine	enhances	paroxetine	2D6
tripelennamine	enhances	perhexiline	2D6
tripelennamine	enhances	perphenazine	2D6
tripelennamine	enhances	phenacetin	2D6
tripelennamine	enhances	phenformin	2D6
tripelennamine	enhances	pimavanserin	2D6
tripelennamine	enhances	pomalidomide	2D6
tripelennamine	enhances	ponatinib	2D6
tripelennamine	enhances	promethazine	2D6
tripelennamine	enhances	propafenone	2D6
tripelennamine	enhances	propranolol	2D6
tripelennamine	enhances	risperidone	2D6
tripelennamine	enhances	rucaparib	2D6
tripelennamine	enhances	sparteine	2D6
tripelennamine	enhances	tamoxifen	2D6
tripelennamine	enhances	tetrabenazine	2D6
tripelennamine	enhances	thioridazine	2D6
tripelennamine	enhances	timolol	2D6
tripelennamine	enhances	tramadol	2D6
tripelennamine	enhances	umeclidinium	2D6
tripelennamine	enhances	valbenazine	2D6
tripelennamine	enhances	venlafaxine	2D6
tripelennamine	enhances	vilazodone	2D6
tripelennamine	enhances	zuclopenthixol	2D6
troglitazone	reduces	abemaciclib	3A457
troglitazone	reduces	abiraterone	3A457
troglitazone	reduces	acalabrutinib	3A457
troglitazone	reduces	alectinib	3A457
troglitazone	reduces	alfentanil	3A457
troglitazone	reduces	alprazolam	3A457
troglitazone	reduces	amitriptyline	3A457
troglitazone	reduces	amlodipine	3A457
troglitazone	reduces	apixaban	3A457
troglitazone	reduces	aprepitant	3A457
troglitazone	reduces	aripiprazole	3A457
troglitazone	reduces	astemizole	3A457
troglitazone	reduces	atorvastatin	3A457
troglitazone	reduces	avanafil	3A457
troglitazone	reduces	axitinib	3A457
troglitazone	reduces	boceprevir	3A457
troglitazone	reduces	bosutinib	3A457
troglitazone	reduces	brexpiprazole	3A457
troglitazone	reduces	brigatinib	3A457
troglitazone	reduces	buspirone	3A457
troglitazone	reduces	caffeine	3A457
troglitazone	reduces	carbamazepine	3A457
troglitazone	reduces	cariprazine	3A457
troglitazone	reduces	ceritinib	3A457
troglitazone	reduces	cerivastatin	3A457
troglitazone	reduces	chlorpheniramine	3A457
troglitazone	reduces	cilostazol	3A457
troglitazone	reduces	cisapride	3A457
troglitazone	reduces	citalopram	3A457
troglitazone	reduces	clarithromycin	3A457
troglitazone	reduces	clobazam	3A457
troglitazone	reduces	clopidogrel	3A457
troglitazone	reduces	cobimetinib	3A457
troglitazone	reduces	cocaine	3A457
troglitazone	reduces	codeine	3A457
troglitazone	reduces	colchicine	3A457
troglitazone	reduces	copanlisib	3A457
troglitazone	reduces	crizotinib	3A457
troglitazone	reduces	cyclosporine	3A457
troglitazone	reduces	dabrafenib	3A457
troglitazone	reduces	daclatasvir	3A457
troglitazone	reduces	dapsone	3A457
troglitazone	reduces	deflazacort	3A457
troglitazone	reduces	dexamethasone	3A457
troglitazone	reduces	dextromethorphan	3A457
troglitazone	reduces	diazepam	3A457
troglitazone	reduces	diltiazem	3A457
troglitazone	reduces	docetaxel	3A457
troglitazone	reduces	dolutegravir	3A457
troglitazone	reduces	domperidone	3A457
troglitazone	reduces	doxepin	3A457
troglitazone	reduces	elagolix	3A457
troglitazone	reduces	elbasvir	3A457
troglitazone	reduces	eliglustat	3A457
troglitazone	reduces	enzalutamide	3A457
troglitazone	reduces	eplerenone	3A457
troglitazone	reduces	ergotamine	3A457
troglitazone	reduces	erythromycin	3A457
troglitazone	reduces	escitalopram	3A457
troglitazone	reduces	esomeprazole	3A457
troglitazone	reduces	estradiol	3A457
troglitazone	reduces	felodipine	3A457
troglitazone	reduces	fentanyl	3A457
troglitazone	reduces	finasteride	3A457
troglitazone	reduces	flibanserin	3A457
troglitazone	reduces	haloperidol	3A457
troglitazone	reduces	hydrocortisone	3A457
troglitazone	reduces	ibrutinib	3A457
troglitazone	reduces	idelalisib	3A457
troglitazone	reduces	imatinib	3A457
troglitazone	reduces	indacaterol	3A457
troglitazone	reduces	indinavir	3A457
troglitazone	reduces	irinotecan	3A457
troglitazone	reduces	isavuconazole	3A457
troglitazone	reduces	ivabradine	3A457
troglitazone	reduces	ivacaftor	3A457
troglitazone	reduces	lansoprazole	3A457
troglitazone	reduces	lenvatinib	3A457
troglitazone	reduces	lercanidipine	3A457
troglitazone	reduces	levacetylmethadol	3A457
troglitazone	reduces	lidocaine	3A457
troglitazone	reduces	linagliptin	3A457
troglitazone	reduces	lovastatin	3A457
troglitazone	reduces	macitentan	3A457
troglitazone	reduces	methadone	3A457
troglitazone	reduces	midazolam	3A457
troglitazone	reduces	naldemedine	3A457
troglitazone	reduces	naloxegol	3A457
troglitazone	reduces	nateglinide	3A457
troglitazone	reduces	nelfinavir	3A457
troglitazone	reduces	neratinib	3A457
troglitazone	reduces	nevirapine	3A457
troglitazone	reduces	nifedipine	3A457
troglitazone	reduces	nisoldipine	3A457
troglitazone	reduces	nitrendipine	3A457
troglitazone	reduces	olaparib	3A457
troglitazone	reduces	omeprazole	3A457
troglitazone	reduces	ondansetron	3A457
troglitazone	reduces	osimertinib	3A457
troglitazone	reduces	ospemifene	3A457
troglitazone	reduces	paclitaxel	3A457
troglitazone	reduces	palbociclib	3A457
troglitazone	reduces	palonosetron	3A457
troglitazone	reduces	panobinostat	3A457
troglitazone	reduces	pantoprazole	3A457
troglitazone	reduces	perampanel	3A457
troglitazone	reduces	pimavanserin	3A457
troglitazone	reduces	pimozide	3A457
troglitazone	reduces	pomalidomide	3A457
troglitazone	reduces	ponatinib	3A457
troglitazone	reduces	progesterone	3A457
troglitazone	reduces	propranolol	3A457
troglitazone	reduces	quetiapine	3A457
troglitazone	reduces	quinidine	3A457
troglitazone	reduces	quinine	3A457
troglitazone	reduces	regorafenib	3A457
troglitazone	reduces	ribociclib	3A457
troglitazone	reduces	rilpivirine	3A457
troglitazone	reduces	risperidone	3A457
troglitazone	reduces	ritonavir	3A457
troglitazone	reduces	rivaroxaban	3A457
troglitazone	reduces	roflumilast	3A457
troglitazone	reduces	rolapitant	3A457
troglitazone	reduces	romidepsin	3A457
troglitazone	reduces	rucaparib	3A457
troglitazone	reduces	ruxolitinib	3A457
troglitazone	reduces	salmeterol	3A457
troglitazone	reduces	saquinavir	3A457
troglitazone	reduces	selexipag	3A457
troglitazone	reduces	sildenafil	3A457
troglitazone	reduces	simeprevir	3A457
troglitazone	reduces	simvastatin	3A457
troglitazone	reduces	sirolimus	3A457
troglitazone	reduces	sonidegib	3A457
troglitazone	reduces	sorafenib	3A457
troglitazone	reduces	sunitinib	3A457
troglitazone	reduces	suvorexant	3A457
troglitazone	reduces	tacrolimus	3A457
troglitazone	reduces	tadalafil	3A457
troglitazone	reduces	tamoxifen	3A457
troglitazone	reduces	tasimelteon	3A457
troglitazone	reduces	telaprevir	3A457
troglitazone	reduces	telithromycin	3A457
troglitazone	reduces	temsirolimus	3A457
troglitazone	reduces	terfenadine	3A457
