id	drug_S	action	cyp	drug_T	class	atc5_S	atc5_T
6956	hydroxyzine	enhances	2D6	fluoxetine	D	N05BB01	N06AB03
6958	hydroxyzine	enhances	2D6	haloperidol	D	N05BB01	N05AD01
6960	hydroxyzine	enhances	2D6	imipramine	D	N05BB01	N06AA02
6963	hydroxyzine	enhances	2D6	metoclopramide	D	N05BB01	A03FA01
6968	hydroxyzine	enhances	2D6	nortriptyline	D	N05BB01	N06AA10
6969	hydroxyzine	enhances	2D6	ondansetron	D	N05BB01	A04AA01
6972	hydroxyzine	enhances	2D6	paroxetine	D	N05BB01	N06AB05
6980	hydroxyzine	enhances	2D6	promethazine	D	N05BB01	R06AD02
6981	hydroxyzine	enhances	2D6	propafenone	D	N05BB01	C01BC03
6983	hydroxyzine	enhances	2D6	risperidone	D	N05BB01	N05AX08
6986	hydroxyzine	enhances	2D6	tamoxifen	D	N05BB01	L02BA01
6987	hydroxyzine	enhances	2D6	tetrabenazine	D	N05BB01	N07XX06
6993	hydroxyzine	enhances	2D6	venlafaxine	D	N05BB01	N06AX16
7159	imatinib	enhances	3A457	alfentanil	B	L01XE01	N01AH02
7162	imatinib	enhances	3A457	amlodipine	B	L01XE01	C08CA01
7164	imatinib	enhances	3A457	aprepitant	B	L01XE01	A04AD12
7165	imatinib	enhances	3A457	aripiprazole	C	L01XE01	N05AX12
7167	imatinib	enhances	3A457	atorvastatin	C	L01XE01	C10AA05
7182	imatinib	enhances	3A457	clarithromycin	D	L01XE01	J01FA09
7187	imatinib	enhances	3A457	colchicine	C	L01XE01	M04AC01
7190	imatinib	enhances	3A457	cyclosporine	B	L01XE01	L04AD01
7194	imatinib	enhances	3A457	dexamethasone	C	L01XE01	H02AB02
7195	imatinib	enhances	3A457	dextromethorphan	B	L01XE01	R05DA09
7196	imatinib	enhances	3A457	diazepam	B	L01XE01	N05BA01
7197	imatinib	enhances	3A457	diltiazem	B	L01XE01	C08DB01
7198	imatinib	enhances	3A457	docetaxel	B	L01XE01	L01CD02
7200	imatinib	enhances	3A457	domperidone	C	L01XE01	A03FA03
7204	imatinib	enhances	3A457	eplerenone	C	L01XE01	C03DA04
7205	imatinib	enhances	3A457	ergotamine	C	L01XE01	N02CA02
7206	imatinib	enhances	3A457	erythromycin	B	L01XE01	J01FA01
7211	imatinib	enhances	3A457	fentanyl	C	L01XE01	N01AH01
7214	imatinib	enhances	3A457	haloperidol	B	L01XE01	N05AD01
7218	imatinib	enhances	3A457	indacaterol	B	L01XE01	R03AC18
7219	imatinib	enhances	3A457	indinavir	D	L01XE01	J05AE02
7230	imatinib	enhances	3A457	lovastatin	C	L01XE01	C10AA02
7237	imatinib	enhances	3A457	nelfinavir	D	L01XE01	J05AE04
7239	imatinib	enhances	3A457	nifedipine	B	L01XE01	C08CA05
7247	imatinib	enhances	3A457	paclitaxel	B	L01XE01	L01CD01
7254	imatinib	enhances	3A457	pimozide	D	L01XE01	N05AG02
7260	imatinib	enhances	3A457	quinidine	B	L01XE01	C01BA01
7266	imatinib	enhances	3A457	ritonavir	D	L01XE01	J05AE03
7274	imatinib	enhances	3A457	saquinavir	D	L01XE01	J05AE01
7278	imatinib	enhances	3A457	simvastatin	C	L01XE01	C10AA01
7279	imatinib	enhances	3A457	sirolimus	C	L01XE01	L04AA10
7284	imatinib	enhances	3A457	tacrolimus	B	L01XE01	L04AD02
7285	imatinib	enhances	3A457	tadalafil	C	L01XE01	G04BE08
7286	imatinib	enhances	3A457	tamoxifen	B	L01XE01	L02BA01
7289	imatinib	enhances	3A457	telithromycin	D	L01XE01	J01FA15
7290	imatinib	enhances	3A457	temsirolimus	C	L01XE01	L01EG01
7292	imatinib	enhances	3A457	testosterone	B	L01XE01	G03BA03
7297	imatinib	enhances	3A457	trazodone	C	L01XE01	N06AX05
7300	imatinib	enhances	3A457	vandetanib	B	L01XE01	L01EX04
7305	imatinib	enhances	3A457	venlafaxine	B	L01XE01	N06AX16
7306	imatinib	enhances	3A457	verapamil	B	L01XE01	C08DA01
7308	imatinib	enhances	3A457	vincristine	B	L01XE01	L01CA02
7310	imatinib	enhances	3A457	voriconazole	D	L01XE01	J02AC03
7313	imatinib	enhances	3A457	zolpidem	A	L01XE01	N05CF02
7315	indinavir	enhances	3A457	abiraterone	D	J05AE02	L02BX03
7318	indinavir	enhances	3A457	alfentanil	D	J05AE02	N01AH02
7319	indinavir	enhances	3A457	alprazolam	D	J05AE02	N05BA12
7321	indinavir	enhances	3A457	amlodipine	C	J05AE02	C08CA01
7324	indinavir	enhances	3A457	aripiprazole	C	J05AE02	N05AX12
7326	indinavir	enhances	3A457	atorvastatin	D	J05AE02	C10AA05
7349	indinavir	enhances	3A457	cyclosporine	D	J05AE02	L04AD01
7353	indinavir	enhances	3A457	dexamethasone	B	J05AE02	H02AB02
7355	indinavir	enhances	3A457	diazepam	B	J05AE02	N05BA01
7356	indinavir	enhances	3A457	diltiazem	B	J05AE02	C08DB01
7363	indinavir	enhances	3A457	eplerenone	D	J05AE02	C03DA04
7364	indinavir	enhances	3A457	ergotamine	D	J05AE02	N02CA02
7367	indinavir	enhances	3A457	esomeprazole	C	J05AE02	A02BC05
7369	indinavir	enhances	3A457	felodipine	B	J05AE02	C08CA02
7370	indinavir	enhances	3A457	fentanyl	D	J05AE02	N01AH01
7377	indinavir	enhances	3A457	imatinib	D	J05AE02	L01XE01
7383	indinavir	enhances	3A457	lansoprazole	D	J05AE02	A02BC03
7385	indinavir	enhances	3A457	lercanidipine	B	J05AE02	C08CA13
7389	indinavir	enhances	3A457	lovastatin	D	J05AE02	C10AA02
7392	indinavir	enhances	3A457	midazolam	D	J05AE02	N05CD08
7396	indinavir	enhances	3A457	nelfinavir	B	J05AE02	J05AE04
7398	indinavir	enhances	3A457	nifedipine	B	J05AE02	C08CA05
7399	indinavir	enhances	3A457	nisoldipine	B	J05AE02	C08CA07
7400	indinavir	enhances	3A457	nitrendipine	B	J05AE02	C08CA08
7402	indinavir	enhances	3A457	omeprazole	D	J05AE02	A02BC01
7406	indinavir	enhances	3A457	paclitaxel	B	J05AE02	L01CD01
7410	indinavir	enhances	3A457	pantoprazole	D	J05AE02	A02BC02
7413	indinavir	enhances	3A457	pimozide	D	J05AE02	N05AG02
7419	indinavir	enhances	3A457	quinidine	D	J05AE02	C01BA01
7423	indinavir	enhances	3A457	rilpivirine	B	J05AE02	J05AG05
7425	indinavir	enhances	3A457	ritonavir	A	J05AE02	J05AE03
7432	indinavir	enhances	3A457	salmeterol	D	J05AE02	R03AC12
7433	indinavir	enhances	3A457	saquinavir	B	J05AE02	J05AE01
7435	indinavir	enhances	3A457	sildenafil	B	J05AE02	G04BE03
7437	indinavir	enhances	3A457	simvastatin	D	J05AE02	C10AA01
7438	indinavir	enhances	3A457	sirolimus	D	J05AE02	L04AA10
7441	indinavir	enhances	3A457	sunitinib	D	J05AE02	L01XE04
7443	indinavir	enhances	3A457	tacrolimus	C	J05AE02	L04AD02
7449	indinavir	enhances	3A457	temsirolimus	D	J05AE02	L01EG01
7454	indinavir	enhances	3A457	tolvaptan	D	J05AE02	C03XA01
7456	indinavir	enhances	3A457	trazodone	B	J05AE02	N06AX05
7457	indinavir	enhances	3A457	triazolam	D	J05AE02	N05CD05
7459	indinavir	enhances	3A457	vandetanib	B	J05AE02	L01EX04
7460	indinavir	enhances	3A457	vardenafil	D	J05AE02	G04BE09
7465	indinavir	enhances	3A457	verapamil	B	J05AE02	C08DA01
7467	indinavir	enhances	3A457	vincristine	D	J05AE02	L01CA02
7516	isoniazid	enhances	2C19	citalopram	D	J04AC01	N06AB04
7521	isoniazid	enhances	2C19	diazepam	D	J04AC01	N05BA01
7524	isoniazid	enhances	2C19	escitalopram	D	J04AC01	N06AB10
7529	isoniazid	enhances	2C9	glimepiride	C	J04AC01	A10BB12
7555	isoniazid	enhances	2C19,2C9	phenytoin	B	J04AC01	N03AB02
7571	isoniazid	enhances	2C9	valproate	C	J04AC01	N03AG01
7575	isoniazid	enhances	2C19,2C9	warfarin	B	J04AC01	B01AA03
7577	isoniazid	reduces	2E1	acetaminophen	B	J04AC01	N02BE01
7582	isoniazid	reduces	2E1	enflurane	B	J04AC01	N01AB04
7587	isoniazid	reduces	2E1	sevoflurane	B	J04AC01	N01AB08
7588	isoniazid	reduces	2E1	theophylline	B	J04AC01	R03DA04
7590	itraconazole	enhances	3A457	abiraterone	D	J02AC02	L02BX03
7593	itraconazole	enhances	3A457	alfentanil	D	J02AC02	N01AH02
7594	itraconazole	enhances	3A457	alprazolam	D	J02AC02	N05BA12
7595	itraconazole	enhances	3A457	amitriptyline	D	J02AC02	N06AA09
7596	itraconazole	enhances	3A457	amlodipine	B	J02AC02	C08CA01
7597	itraconazole	enhances	3A457	apixaban	D	J02AC02	B01AF02
7599	itraconazole	enhances	3A457	aripiprazole	C	J02AC02	N05AX12
7601	itraconazole	enhances	3A457	atorvastatin	D	J02AC02	C10AA05
7610	itraconazole	enhances	3A457	carbamazepine	D	J02AC02	N03AF01
7615	itraconazole	enhances	3A457	cilostazol	D	J02AC02	B01AC23
7617	itraconazole	enhances	3A457	citalopram	D	J02AC02	N06AB04
7618	itraconazole	enhances	3A457	clarithromycin	D	J02AC02	J01FA09
7619	itraconazole	enhances	3A457	clobazam	D	J02AC02	N05BA09
7622	itraconazole	enhances	3A457	cocaine	D	J02AC02	N01BC01
7627	itraconazole	enhances	3A457	cyclosporine	D	J02AC02	L04AD01
7632	itraconazole	enhances	3A457	dexamethasone	C	J02AC02	H02AB02
7634	itraconazole	enhances	3A457	diazepam	B	J02AC02	N05BA01
7636	itraconazole	enhances	3A457	docetaxel	D	J02AC02	L01CD02
7638	itraconazole	enhances	3A457	domperidone	D	J02AC02	A03FA03
7644	itraconazole	enhances	3A457	eplerenone	D	J02AC02	C03DA04
7645	itraconazole	enhances	3A457	ergotamine	D	J02AC02	N02CA02
7646	itraconazole	enhances	3A457	erythromycin	D	J02AC02	J01FA01
7647	itraconazole	enhances	3A457	escitalopram	D	J02AC02	N06AB10
7648	itraconazole	enhances	3A457	esomeprazole	B	J02AC02	A02BC05
7650	itraconazole	enhances	3A457	felodipine	B	J02AC02	C08CA02
7651	itraconazole	enhances	3A457	fentanyl	D	J02AC02	N01AH01
7654	itraconazole	enhances	3A457	haloperidol	D	J02AC02	N05AD01
7655	itraconazole	enhances	3A457	hydrocortisone	B	J02AC02	H02AB09
7658	itraconazole	enhances	3A457	imatinib	D	J02AC02	L01XE01
7660	itraconazole	enhances	3A457	indinavir	B	J02AC02	J05AE02
7665	itraconazole	enhances	3A457	lansoprazole	B	J02AC02	A02BC03
7667	itraconazole	enhances	3A457	lercanidipine	B	J02AC02	C08CA13
7671	itraconazole	enhances	3A457	lovastatin	D	J02AC02	C10AA02
7673	itraconazole	enhances	3A457	methadone	D	J02AC02	N07BC02
7674	itraconazole	enhances	3A457	midazolam	D	J02AC02	N05CD08
7680	itraconazole	enhances	3A457	nevirapine	C	J02AC02	J05AG01
7681	itraconazole	enhances	3A457	nifedipine	D	J02AC02	C08CA05
7682	itraconazole	enhances	3A457	nisoldipine	B	J02AC02	C08CA07
7683	itraconazole	enhances	3A457	nitrendipine	B	J02AC02	C08CA08
7685	itraconazole	enhances	3A457	omeprazole	B	J02AC02	A02BC01
7686	itraconazole	enhances	3A457	ondansetron	D	J02AC02	A04AA01
7689	itraconazole	enhances	3A457	paclitaxel	B	J02AC02	L01CD01
7693	itraconazole	enhances	3A457	pantoprazole	D	J02AC02	A02BC02
7696	itraconazole	enhances	3A457	pimozide	D	J02AC02	N05AG02
7701	itraconazole	enhances	3A457	quetiapine	D	J02AC02	N05AH04
7702	itraconazole	enhances	3A457	quinidine	D	J02AC02	C01BA01
7703	itraconazole	enhances	3A457	quinine	D	J02AC02	P01BC01
7706	itraconazole	enhances	3A457	rilpivirine	D	J02AC02	J05AG05
7707	itraconazole	enhances	3A457	risperidone	D	J02AC02	N05AX08
7708	itraconazole	enhances	3A457	ritonavir	D	J02AC02	J05AE03
7709	itraconazole	enhances	3A457	rivaroxaban	C	J02AC02	B01AF01
7715	itraconazole	enhances	3A457	salmeterol	D	J02AC02	R03AC12
7716	itraconazole	enhances	3A457	saquinavir	D	J02AC02	J05AE01
7718	itraconazole	enhances	3A457	sildenafil	B	J02AC02	G04BE03
7720	itraconazole	enhances	3A457	simvastatin	D	J02AC02	C10AA01
7721	itraconazole	enhances	3A457	sirolimus	D	J02AC02	L04AA10
7723	itraconazole	enhances	3A457	sorafenib	D	J02AC02	L01XE05
7724	itraconazole	enhances	3A457	sunitinib	D	J02AC02	L01XE04
7726	itraconazole	enhances	3A457	tacrolimus	D	J02AC02	L04AD02
7728	itraconazole	enhances	3A457	tamoxifen	D	J02AC02	L02BA01
7730	itraconazole	enhances	3A457	telaprevir	D	J02AC02	J05AP02
7731	itraconazole	enhances	3A457	telithromycin	D	J02AC02	J01FA15
7732	itraconazole	enhances	3A457	temsirolimus	D	J02AC02	L01EG01
7737	itraconazole	enhances	3A457	tolvaptan	D	J02AC02	C03XA01
7739	itraconazole	enhances	3A457	trazodone	D	J02AC02	N06AX05
7740	itraconazole	enhances	3A457	triazolam	D	J02AC02	N05CD05
7742	itraconazole	enhances	3A457	vandetanib	D	J02AC02	L01EX04
7743	itraconazole	enhances	3A457	vardenafil	D	J02AC02	G04BE09
7747	itraconazole	enhances	3A457	venlafaxine	D	J02AC02	N06AX16
7748	itraconazole	enhances	3A457	verapamil	B	J02AC02	C08DA01
7750	itraconazole	enhances	3A457	vincristine	D	J02AC02	L01CA02
7752	itraconazole	enhances	3A457	voriconazole	D	J02AC02	J02AC03
7754	itraconazole	enhances	3A457	ziprasidone	D	J02AC02	N05AE04
7757	ketoconazole	enhances	3A457	abiraterone	D	J02AB02	L02BX03
7760	ketoconazole	enhances	3A457	alfentanil	D	J02AB02	N01AH02
7761	ketoconazole	enhances	3A457	alprazolam	D	J02AB02	N05BA12
7762	ketoconazole	enhances	2C19,3A457	amitriptyline	D	J02AB02	N06AA09
7763	ketoconazole	enhances	3A457	amlodipine	D	J02AB02	C08CA01
7764	ketoconazole	enhances	3A457	apixaban	D	J02AB02	B01AF02
7768	ketoconazole	enhances	2C19	atomoxetine	D	J02AB02	N06BA09
7769	ketoconazole	enhances	3A457	atorvastatin	D	J02AB02	C10AA05
7772	ketoconazole	enhances	3A457	boceprevir	B	J02AB02	J05AP03
7779	ketoconazole	enhances	3A457	carbamazepine	B	J02AB02	N03AF01
7786	ketoconazole	enhances	3A457	cilostazol	D	J02AB02	B01AC23
7788	ketoconazole	enhances	2C19,3A457	citalopram	D	J02AB02	N06AB04
7789	ketoconazole	enhances	3A457	clarithromycin	D	J02AB02	J01FA09
7790	ketoconazole	enhances	2C19,3A457	clobazam	D	J02AB02	N05BA09
7791	ketoconazole	enhances	2C19	clomipramine	D	J02AB02	N06AA04
7794	ketoconazole	enhances	3A457	cocaine	D	J02AB02	N01BC01
7800	ketoconazole	enhances	3A457	cyclosporine	D	J02AB02	L04AD01
7807	ketoconazole	enhances	2C19,3A457	diazepam	D	J02AB02	N05BA01
7809	ketoconazole	enhances	3A457	docetaxel	D	J02AB02	L01CD02
7811	ketoconazole	enhances	3A457	domperidone	D	J02AB02	A03FA03
7817	ketoconazole	enhances	3A457	eplerenone	D	J02AB02	C03DA04
7818	ketoconazole	enhances	3A457	ergotamine	D	J02AB02	N02CA02
7819	ketoconazole	enhances	3A457	erythromycin	D	J02AB02	J01FA01
7820	ketoconazole	enhances	2C19,3A457	escitalopram	D	J02AB02	N06AB10
7821	ketoconazole	enhances	2C19,3A457	esomeprazole	D	J02AB02	A02BC05
7823	ketoconazole	enhances	3A457	felodipine	D	J02AB02	C08CA02
7824	ketoconazole	enhances	3A457	fentanyl	D	J02AB02	N01AH01
7827	ketoconazole	enhances	3A457	haloperidol	D	J02AB02	N05AD01
7829	ketoconazole	enhances	3A457	hydrocortisone	B	J02AB02	H02AB09
7832	ketoconazole	enhances	3A457	imatinib	D	J02AB02	L01XE01
7833	ketoconazole	enhances	2C19	imipramine	D	J02AB02	N06AA02
7835	ketoconazole	enhances	3A457	indinavir	C	J02AB02	J05AE02
7837	ketoconazole	enhances	3A457	irinotecan	D	J02AB02	L01CE02
7842	ketoconazole	enhances	2C19,3A457	lansoprazole	D	J02AB02	A02BC03
7844	ketoconazole	enhances	3A457	lercanidipine	D	J02AB02	C08CA13
7848	ketoconazole	enhances	3A457	lovastatin	D	J02AB02	C10AA02
7851	ketoconazole	enhances	3A457	methadone	D	J02AB02	N07BC02
7853	ketoconazole	enhances	3A457	midazolam	D	J02AB02	N05CD08
7860	ketoconazole	enhances	3A457	nevirapine	D	J02AB02	J05AG01
7861	ketoconazole	enhances	3A457	nifedipine	D	J02AB02	C08CA05
7863	ketoconazole	enhances	3A457	nisoldipine	D	J02AB02	C08CA07
7864	ketoconazole	enhances	3A457	nitrendipine	D	J02AB02	C08CA08
7866	ketoconazole	enhances	2C19,3A457	omeprazole	D	J02AB02	A02BC01
7867	ketoconazole	enhances	3A457	ondansetron	D	J02AB02	A04AA01
7870	ketoconazole	enhances	3A457	paclitaxel	C	J02AB02	L01CD01
7874	ketoconazole	enhances	2C19,3A457	pantoprazole	D	J02AB02	A02BC02
7877	ketoconazole	enhances	2C19	phenytoin	B	J02AB02	N03AB02
7879	ketoconazole	enhances	3A457	pimozide	D	J02AB02	N05AG02
7886	ketoconazole	enhances	3A457	quetiapine	D	J02AB02	N05AH04
7887	ketoconazole	enhances	3A457	quinidine	D	J02AB02	C01BA01
7888	ketoconazole	enhances	3A457	quinine	D	J02AB02	P01BC01
7891	ketoconazole	enhances	3A457	rilpivirine	D	J02AB02	J05AG05
7892	ketoconazole	enhances	3A457	risperidone	D	J02AB02	N05AX08
7893	ketoconazole	enhances	3A457	ritonavir	D	J02AB02	J05AE03
7894	ketoconazole	enhances	3A457	rivaroxaban	B	J02AB02	B01AF01
7895	ketoconazole	enhances	3A457	roflumilast	B	J02AB02	R03DX07
7900	ketoconazole	enhances	3A457	salmeterol	D	J02AB02	R03AC12
7901	ketoconazole	enhances	3A457	saquinavir	D	J02AB02	J05AE01
7903	ketoconazole	enhances	3A457	sildenafil	C	J02AB02	G04BE03
7905	ketoconazole	enhances	3A457	simvastatin	D	J02AB02	C10AA01
7906	ketoconazole	enhances	3A457	sirolimus	D	J02AB02	L04AA10
7908	ketoconazole	enhances	3A457	sorafenib	D	J02AB02	L01XE05
7909	ketoconazole	enhances	3A457	sunitinib	D	J02AB02	L01XE04
7911	ketoconazole	enhances	3A457	tacrolimus	D	J02AB02	L04AD02
7913	ketoconazole	enhances	3A457	tamoxifen	D	J02AB02	L02BA01
7915	ketoconazole	enhances	3A457	telaprevir	D	J02AB02	J05AP02
7916	ketoconazole	enhances	3A457	telithromycin	D	J02AB02	J01FA15
7917	ketoconazole	enhances	3A457	temsirolimus	D	J02AB02	L01EG01
7923	ketoconazole	enhances	3A457	tolvaptan	D	J02AB02	C03XA01
7924	ketoconazole	enhances	3A457	tramadol	C	J02AB02	N02AX02
7925	ketoconazole	enhances	3A457	trazodone	D	J02AB02	N06AX05
7926	ketoconazole	enhances	3A457	triazolam	D	J02AB02	N05CD05
7928	ketoconazole	enhances	3A457	vandetanib	D	J02AB02	L01EX04
7929	ketoconazole	enhances	3A457	vardenafil	D	J02AB02	G04BE09
7933	ketoconazole	enhances	2C19,3A457	venlafaxine	D	J02AB02	N06AX16
7936	ketoconazole	enhances	3A457	vincristine	D	J02AB02	L01CA02
7938	ketoconazole	enhances	2C19,3A457	voriconazole	D	J02AB02	J02AC03
7939	ketoconazole	enhances	2C19	warfarin	C	J02AB02	B01AA03
7941	ketoconazole	enhances	3A457	ziprasidone	D	J02AB02	N05AE04
7942	ketoconazole	enhances	3A457	zolpidem	D	J02AB02	N05CF02
7951	lansoprazole	enhances	2C19	clopidogrel	C	A02BC03	B01AC04
7965	lansoprazole	enhances	2C19	nelfinavir	B	A02BC03	J05AE04
7982	lansoprazole	enhances	2C19	voriconazole	B	A02BC03	J02AC03
7983	lansoprazole	enhances	2C19	warfarin	B	A02BC03	B01AA03
7989	lapatinib	enhances	2C8	paclitaxel	C	L01EH01	L01CD01
7991	lapatinib	enhances	2C8	repaglinide	B	L01EH01	A10BX02
7993	lapatinib	enhances	2C8	sorafenib	D	L01EH01	L01XE05
7994	lapatinib	enhances	2C8	torasemide	D	L01EH01	C03CA04
8412	levomepromazine	enhances	2D6	tramadol	C	N05AA02	N02AX02
8694	methadone	enhances	2D6	amitriptyline	D	N07BC02	N06AA09
8696	methadone	enhances	2D6	atomoxetine	D	N07BC02	N06BA09
8701	methadone	enhances	2D6	chlorpromazine	D	N07BC02	N05AA01
8702	methadone	enhances	2D6	citalopram	D	N07BC02	N06AB04
8703	methadone	enhances	2D6	clomipramine	D	N07BC02	N06AA04
8709	methadone	enhances	2D6	dextromethorphan	B	N07BC02	R05DA09
8710	methadone	enhances	2D6	donepezil	D	N07BC02	N06DA02
8712	methadone	enhances	2D6	duloxetine	D	N07BC02	N06AX21
8715	methadone	enhances	2D6	escitalopram	D	N07BC02	N06AB10
8716	methadone	enhances	2D6	flecainide	D	N07BC02	C01BC04
8717	methadone	enhances	2D6	fluoxetine	D	N07BC02	N06AB03
8718	methadone	enhances	2D6	fluvoxamine	C	N07BC02	N06AB08
8719	methadone	enhances	2D6	haloperidol	D	N07BC02	N05AD01
8721	methadone	enhances	2D6	imipramine	D	N07BC02	N06AA02
8724	methadone	enhances	2D6	metoclopramide	D	N07BC02	A03FA01
8729	methadone	enhances	2D6	nortriptyline	D	N07BC02	N06AA10
8730	methadone	enhances	2D6	ondansetron	D	N07BC02	A04AA01
8733	methadone	enhances	2D6	paroxetine	D	N07BC02	N06AB05
8735	methadone	enhances	2D6	perphenazine	D	N07BC02	N05AB03
8741	methadone	enhances	2D6	promethazine	D	N07BC02	R06AD02
8742	methadone	enhances	2D6	propafenone	D	N07BC02	C01BC03
8744	methadone	enhances	2D6	risperidone	D	N07BC02	N05AX08
8747	methadone	enhances	2D6	tamoxifen	D	N07BC02	L02BA01
8748	methadone	enhances	2D6	tetrabenazine	D	N07BC02	N07XX06
8751	methadone	enhances	2D6	tramadol	D	N07BC02	N02AX02
8754	methadone	enhances	2D6	venlafaxine	D	N07BC02	N06AX16
8794	metoclopramide	enhances	2D6	amitriptyline	D	A03FA01	N06AA09
8795	metoclopramide	enhances	2D6	aripiprazole	D	A03FA01	N05AX12
8796	metoclopramide	enhances	2D6	atomoxetine	D	A03FA01	N06BA09
8801	metoclopramide	enhances	2D6	chlorpromazine	D	A03FA01	N05AA01
8802	metoclopramide	enhances	2D6	citalopram	D	A03FA01	N06AB04
8803	metoclopramide	enhances	2D6	clomipramine	D	A03FA01	N06AA04
8810	metoclopramide	enhances	2D6	donepezil	D	A03FA01	N06DA02
8812	metoclopramide	enhances	2D6	duloxetine	D	A03FA01	N06AX21
8815	metoclopramide	enhances	2D6	escitalopram	D	A03FA01	N06AB10
8816	metoclopramide	enhances	2D6	flecainide	D	A03FA01	C01BC04
8817	metoclopramide	enhances	2D6	fluoxetine	D	A03FA01	N06AB03
8819	metoclopramide	enhances	2D6	haloperidol	D	A03FA01	N05AD01
8821	metoclopramide	enhances	2D6	imipramine	D	A03FA01	N06AA02
8828	metoclopramide	enhances	2D6	nortriptyline	D	A03FA01	N06AA10
8829	metoclopramide	enhances	2D6	ondansetron	D	A03FA01	A04AA01
8832	metoclopramide	enhances	2D6	paroxetine	D	A03FA01	N06AB05
8834	metoclopramide	enhances	2D6	perphenazine	C	A03FA01	N05AB03
8840	metoclopramide	enhances	2D6	promethazine	D	A03FA01	R06AD02
8841	metoclopramide	enhances	2D6	propafenone	D	A03FA01	C01BC03
8843	metoclopramide	enhances	2D6	risperidone	D	A03FA01	N05AX08
8846	metoclopramide	enhances	2D6	tamoxifen	D	A03FA01	L02BA01
8847	metoclopramide	enhances	2D6	tetrabenazine	D	A03FA01	N07XX06
8853	metoclopramide	enhances	2D6	venlafaxine	D	A03FA01	N06AX16
8856	metronidazole	enhances	2C9	amitriptyline	D	J01XD01	N06AA09
8861	metronidazole	enhances	2C9	diclofenac	B	J01XD01	M01AB05
8863	metronidazole	enhances	2C9	fluoxetine	D	J01XD01	N06AB03
8865	metronidazole	enhances	2C9	glimepiride	B	J01XD01	A10BB12
8866	metronidazole	enhances	2C9	glipizide	C	J01XD01	A10BB07
8867	metronidazole	enhances	2C9	glyburide	C	J01XD01	A10BB01
8878	metronidazole	enhances	2C9	phenytoin	B	J01XD01	N03AB02
8883	metronidazole	enhances	2C9	tamoxifen	D	J01XD01	L02BA01
8885	metronidazole	enhances	2C9	torasemide	D	J01XD01	C03CA04
8887	metronidazole	enhances	2C9	venlafaxine	D	J01XD01	N06AX16
8888	metronidazole	enhances	2C9	voriconazole	D	J01XD01	J02AC03
8889	metronidazole	enhances	2C9	warfarin	B	J01XD01	B01AA03
9060	midodrine	enhances	2D6	amitriptyline	D	C01CA17	N06AA09
9062	midodrine	enhances	2D6	atomoxetine	D	C01CA17	N06BA09
9067	midodrine	enhances	2D6	chlorpromazine	D	C01CA17	N05AA01
9068	midodrine	enhances	2D6	citalopram	D	C01CA17	N06AB04
9069	midodrine	enhances	2D6	clomipramine	D	C01CA17	N06AA04
9076	midodrine	enhances	2D6	donepezil	D	C01CA17	N06DA02
9081	midodrine	enhances	2D6	escitalopram	D	C01CA17	N06AB10
9082	midodrine	enhances	2D6	flecainide	D	C01CA17	C01BC04
9083	midodrine	enhances	2D6	fluoxetine	D	C01CA17	N06AB03
9085	midodrine	enhances	2D6	haloperidol	D	C01CA17	N05AD01
9087	midodrine	enhances	2D6	imipramine	D	C01CA17	N06AA02
9090	midodrine	enhances	2D6	metoclopramide	D	C01CA17	A03FA01
9095	midodrine	enhances	2D6	nortriptyline	D	C01CA17	N06AA10
9096	midodrine	enhances	2D6	ondansetron	D	C01CA17	A04AA01
9099	midodrine	enhances	2D6	paroxetine	D	C01CA17	N06AB05
9101	midodrine	enhances	2D6	perphenazine	D	C01CA17	N05AB03
9107	midodrine	enhances	2D6	promethazine	D	C01CA17	R06AD02
9108	midodrine	enhances	2D6	propafenone	D	C01CA17	C01BC03
9110	midodrine	enhances	2D6	risperidone	D	C01CA17	N05AX08
9113	midodrine	enhances	2D6	tamoxifen	D	C01CA17	L02BA01
9114	midodrine	enhances	2D6	tetrabenazine	D	C01CA17	N07XX06
9120	midodrine	enhances	2D6	venlafaxine	D	C01CA17	N06AX16
9129	mifepristone	enhances	3A457	amitriptyline	D	G03XB01	N06AA09
9149	mifepristone	enhances	3A457	cilostazol	D	G03XB01	B01AC23
9151	mifepristone	enhances	3A457	citalopram	D	G03XB01	N06AB04
9152	mifepristone	enhances	3A457	clarithromycin	D	G03XB01	J01FA09
9156	mifepristone	enhances	3A457	cocaine	D	G03XB01	N01BC01
9165	mifepristone	enhances	3A457	deflazacort	D	G03XB01	H02AB13
9166	mifepristone	enhances	3A457	dexamethasone	D	G03XB01	H02AB02
9170	mifepristone	enhances	3A457	docetaxel	C	G03XB01	L01CD02
9172	mifepristone	enhances	3A457	domperidone	D	G03XB01	A03FA03
9180	mifepristone	enhances	3A457	erythromycin	D	G03XB01	J01FA01
9181	mifepristone	enhances	3A457	escitalopram	D	G03XB01	N06AB10
9188	mifepristone	enhances	3A457	haloperidol	D	G03XB01	N05AD01
9189	mifepristone	enhances	3A457	hydrocortisone	D	G03XB01	H02AB09
9192	mifepristone	enhances	3A457	imatinib	B	G03XB01	L01XE01
9207	mifepristone	enhances	3A457	methadone	D	G03XB01	N07BC02
9220	mifepristone	enhances	3A457	ondansetron	D	G03XB01	A04AA01
9223	mifepristone	enhances	3A457	paclitaxel	C	G03XB01	L01CD01
